721324,-1.818535579,0,0,0,0,0,0,0,0,0,0,1
721355,11.06060635,1,0,0,0,0,0,0,0,0,0,1
721386,6.007888769,1,1,1,1,0,0,1,1,1,0,1
721414,1.915733655,1,1,1,1,0,0,1,1,1,1,1
721445,4.367687572,1,1,1,1,1,0,1,1,1,1,0
721475,4.526160354,1,1,1,1,1,1,1,1,1,1,0
721506,4.083480527,1,1,1,1,1,1,1,1,1,1,0
721536,-7.218806049,1,1,1,1,1,1,1,1,1,1,0
721567,-2.088229095,1,1,1,1,1,1,1,1,1,1,0
721598,-3.813380695,0,1,0,1,1,1,1,1,1,1,0
721628,5.750290007,1,1,0,1,1,1,1,1,0,1,0
721659,2.469083281,1,1,1,1,1,1,1,1,1,1,0
721689,-1.509662596,1,1,1,1,1,1,0,1,1,1,0
721720,10.8933267,1,1,1,1,1,1,1,1,1,1,0
721751,-0.982275012,1,1,1,1,1,1,0,0,1,1,0
721780,2.806020975,1,1,1,1,1,1,1,1,1,1,0
721811,-1.381448418,1,1,1,1,1,1,0,0,1,1,0
721841,-1.219093484,1,1,1,1,1,1,0,0,0,0,0
721872,3.869624518,1,1,1,1,1,1,0,1,0,0,0
721902,-1.172626084,1,1,1,1,1,1,0,0,0,0,0
721933,-0.275114034,1,1,1,1,1,1,0,0,0,0,0
721964,1.985338897,1,1,1,1,1,1,0,0,0,0,0
721994,-2.464243461,1,1,1,1,1,1,0,0,0,0,0
722025,-0.513316012,0,1,0,1,1,1,0,0,0,0,0
722055,4.84284351,1,1,1,1,1,1,0,0,0,0,0
722086,-5.454759569,0,0,1,1,1,1,0,0,0,0,0
722117,-1.960417112,0,0,0,0,0,1,0,0,0,0,0
722145,-1.646492125,0,0,0,0,0,0,0,0,0,0,0
722176,-0.318521019,0,0,0,0,0,0,0,0,0,0,0
722206,-1.895480907,0,0,0,0,0,0,0,0,0,0,0
722237,4.254500802,0,0,0,0,0,0,0,0,0,0,0
722267,-1.974824959,0,0,0,0,0,0,0,0,0,0,0
722298,-1.670206972,0,0,0,0,0,0,0,0,0,0,0
722329,-0.5389907,0,0,0,0,0,0,0,0,0,0,0
722359,-4.772078318,0,0,0,0,0,0,0,0,0,0,0
722390,3.097254655,0,0,0,0,0,0,0,0,0,0,0
722420,0.04840881,0,0,0,0,0,0,1,0,0,0,0
722451,-6.760526328,0,0,0,0,0,0,0,0,0,0,0
722482,-2.174596191,0,0,0,0,0,0,0,0,0,0,0
722510,2.12082938,0,0,0,0,0,0,1,0,0,0,0
722541,7.99988086,1,1,0,0,0,0,1,1,1,1,0
722571,0.83977695,1,1,1,1,1,1,1,1,1,1,0
722602,-2.204440346,1,1,1,1,0,0,1,1,1,1,0
722632,4.981744348,1,1,1,1,1,1,1,1,1,1,0
722663,2.726285015,1,1,1,1,1,1,1,1,1,1,0
722694,-1.10590375,1,1,1,1,1,1,1,1,1,1,0
722724,-10.03586264,0,0,1,1,1,1,0,1,1,1,0
722755,1.978266199,0,0,0,0,1,0,1,1,0,1,0
722785,0.931608105,0,1,0,0,1,1,1,1,1,1,0
722816,3.427244263,1,1,0,1,1,1,1,1,1,1,0
722847,-3.68288614,0,0,1,1,0,1,1,1,1,1,0
722875,4.803951985,1,1,1,1,1,1,1,1,1,1,0
722906,-0.36946828,1,1,1,1,1,1,1,1,1,1,0
722936,-2.481345067,1,1,1,1,0,1,1,1,1,1,0
722967,3.155576629,1,1,1,1,1,1,1,1,1,1,0
722997,0.445732345,1,1,1,1,1,1,1,1,1,1,0
723028,5.235628979,1,1,1,1,1,1,1,1,1,1,0
723059,-0.648703148,1,1,1,1,1,1,1,1,1,1,0
723089,-7.632151537,0,1,1,1,1,1,1,1,1,1,0
723120,4.172865938,1,1,1,1,1,1,1,1,1,1,0
723150,0.839680206,1,1,1,1,1,1,1,1,1,1,0
723181,4.951877607,1,1,1,1,1,1,1,1,1,1,0
723212,-0.734273359,1,1,1,1,1,1,1,1,1,1,1
723241,-11.32661838,0,0,1,1,0,1,0,1,1,1,1
723272,2.893287536,0,0,0,0,1,1,1,1,1,1,1
723302,4.313149175,1,1,1,1,1,1,1,1,1,1,1
723333,2.216430296,1,1,1,1,1,1,1,1,1,1,1
723363,6.010061025,1,1,1,1,1,1,1,1,1,1,1
723394,0.667008825,1,1,1,1,1,1,1,1,1,1,0
723425,1.997239952,1,1,1,1,1,1,1,1,1,1,0
723455,0.913035932,1,1,1,1,1,1,1,1,1,1,0
723486,9.464218062,1,1,1,1,1,1,1,1,1,1,0
723516,-4.248973526,1,1,1,1,1,1,1,1,1,1,0
723547,-5.716431804,1,1,1,1,1,1,1,1,1,1,0
723578,0.860503255,1,1,1,1,1,1,1,1,1,1,0
723606,2.532064798,1,1,1,1,1,1,1,1,1,1,0
723637,-3.148985059,1,1,1,1,1,1,1,1,1,1,0
723667,-0.482603555,1,1,1,1,1,1,0,0,0,1,0
723698,-2.178116804,0,1,0,1,1,1,0,0,0,0,0
723728,-1.148652786,0,0,0,0,1,1,0,0,0,0,0
723759,-6.952331028,0,0,0,0,0,1,0,0,0,0,1
723790,-6.462612606,0,0,0,0,0,0,0,0,0,0,1
723820,3.8626848,0,0,0,0,0,0,0,0,0,0,1
723851,3.167361556,0,0,0,0,0,0,0,0,0,0,1
723881,-3.644113,0,0,0,0,0,0,0,0,0,0,1
723912,-2.44873316,0,0,0,0,0,0,0,0,0,0,1
723943,-6.193893997,0,0,0,0,0,0,0,0,0,0,1
723971,-1.79989676,0,0,0,0,0,0,0,0,0,0,1
724002,3.019875862,0,0,0,0,0,0,0,0,0,0,1
724032,-4.047675026,0,0,0,0,0,0,0,0,0,0,1
724063,-2.592939917,0,0,0,0,0,0,0,0,0,0,1
724093,-3.074383362,0,0,0,0,0,0,0,0,0,0,1
724124,11.05019873,1,1,0,0,0,0,0,0,0,0,1
724155,0.323400117,1,1,1,1,0,1,1,0,1,0,1
724185,10.12558383,1,1,1,1,1,1,1,1,1,1,1
724216,3.833370867,1,1,1,1,1,1,1,1,1,1,1
724246,0.999237396,1,1,1,1,1,1,1,1,1,1,0
724277,2.808960583,1,1,1,1,1,1,1,1,1,1,0
724308,1.8878837,1,1,1,1,1,1,1,1,1,1,0
724336,2.811983175,1,1,1,1,1,1,1,1,1,1,0
724367,6.605503936,1,1,1,1,1,1,1,1,1,1,0
724397,-1.252160123,1,1,1,1,1,1,1,1,1,1,0
724428,2.950118411,1,1,1,1,1,1,1,1,1,1,0
724458,-3.903461378,1,1,1,1,1,1,1,1,1,1,0
724489,0.820129889,1,1,1,1,1,1,1,1,1,1,0
724520,0.630058191,1,1,1,1,1,1,1,1,1,1,0
724550,-2.066668287,1,1,1,1,1,1,1,1,1,1,0
724581,1.639192093,1,1,1,1,1,1,1,1,1,1,0
724611,-1.303907308,1,1,1,1,1,1,0,1,1,1,0
724642,-1.137763184,0,1,0,1,0,1,0,0,0,0,0
724673,-4.201594051,0,0,0,0,0,1,0,0,0,0,0
724702,0.960069008,0,0,0,0,0,1,0,0,0,0,0
724733,-0.114391747,0,0,0,0,0,0,0,1,0,0,0
724763,-6.263709858,0,0,0,0,0,0,0,0,0,0,0
724794,1.451960442,0,0,0,0,0,0,1,1,0,0,0
724824,-2.205197509,0,0,0,0,0,0,0,0,0,0,0
724855,9.815603172,1,1,1,0,1,1,1,1,1,0,0
724886,-0.87511592,1,1,1,1,1,1,0,0,1,1,0
724916,-0.527907669,1,1,1,1,1,1,0,0,0,0,0
724947,-1.797364638,1,1,1,1,1,0,0,0,0,0,0
724977,1.808552239,1,1,1,1,1,1,0,0,0,0,0
725008,6.736261763,1,1,1,1,1,1,1,1,0,0,0
725039,0.762075237,1,1,1,1,1,1,1,1,1,1,0
725067,-0.750423001,1,1,1,1,1,1,1,1,1,1,0
725098,-1.078579047,1,1,1,1,1,1,0,0,1,1,0
725128,5.424732753,1,1,1,1,1,1,1,1,1,1,0
725159,0.972333702,1,1,1,1,1,1,1,1,1,1,0
725189,-0.91014862,1,1,1,1,1,1,1,1,1,1,0
725220,-1.237670387,1,1,1,1,1,1,0,0,0,1,0
725251,-3.974564836,0,1,1,1,1,1,0,0,0,0,0
725281,3.819324871,1,1,0,1,1,1,0,0,0,0,0
725312,6.347171004,1,1,1,1,1,1,1,1,1,1,0
725342,4.101722413,1,1,1,1,1,1,1,1,1,1,0
725373,-0.120427053,1,1,1,1,1,1,1,1,1,1,0
725404,6.786388229,1,1,1,1,1,1,1,1,1,1,0
725432,4.846298761,1,1,1,1,1,1,1,1,1,1,0
725463,-1.888459636,1,1,1,1,1,1,1,1,1,1,0
725493,4.881243242,1,1,1,1,1,1,1,1,1,1,0
725524,1.050943702,1,1,1,1,1,1,1,1,1,1,0
725554,-6.442451764,1,1,1,1,1,1,1,1,1,1,0
725585,6.693161917,1,1,1,1,1,1,1,1,1,1,0
725616,-9.151058387,0,1,1,1,1,1,1,1,1,1,0
725646,5.066525642,1,1,0,1,1,1,1,1,1,1,0
725677,2.026425308,1,1,1,1,1,1,1,1,1,1,0
725707,-3.234699559,0,1,1,1,1,1,1,1,1,1,0
725738,12.21961239,1,1,1,1,1,1,1,1,1,1,0
725769,3.641407584,1,1,1,1,1,1,1,1,1,1,0
725797,2.134766164,1,1,1,1,1,1,1,1,1,1,0
725828,-1.373367124,1,1,1,1,1,1,1,1,1,1,0
